"latitude","longitude"
37.5536944444444,127.010333333333
37.5611916666667,126.797658333333
37.5100052777778,127.065843888889
37.661575,127.041780555556
37.5597222222222,127.006222222222
33.492125,126.489223888889
37.5697402777778,127.005004722222
37.5520444444444,126.936997222222
37.4739527777778,126.890075
37.4470591666667,126.447702777778
37.3281611111111,126.939941666667
37.4470525,126.447736111111
35.1766355555556,128.954831666667
37.5209666666667,126.704337222222
37.5635944444444,126.984580555556
37.5162027777778,127.018716666667
37.5652222222222,127.01325
35.8672055555556,128.708305555556
37.6867,127.52281
37.5252905555556,127.027226388889
37.5650722222222,126.983002777778
37.619205,126.7204775
36.8229236111111,128.623957777778
33.5161111111111,126.524930555556
37.4011288888889,127.101960555556
37.5550777777778,126.922166666667
33.3980555555556,126.786944444444
37.5254055555556,127.027263888889
37.5697683333333,126.744915277778
37.5795777777778,126.986836111111
37.5100052777778,127.065843888889
33.5161111111111,126.524930555556
37.4555527777778,126.443938888889
37.5069916666667,127.101472222222
37.5750216666667,126.982505555556
37.5614444444444,126.976438611111
37.5543213888889,126.915840277778
37.3983305555556,127.111530555556
37.5286130555556,126.992228611111
37.535,126.998055555556
37.0446738888889,126.969873055556
37.5069252777778,126.902473888889
37.4211488888889,126.650334444444
37.5338555555556,127.122105555556
37.5766938888889,127.015839722222
37.5027913888889,127.036121388889
37.5039116666667,127.009193333333
37.5226125,127.020110833333
37.6867,127.52281
37.5493,126.979308333333
37.5226125,127.020110833333
37.7779638888889,126.707137222222
37.5635944444444,126.984580555556
37.5106333333333,127.057575
37.4024738888889,126.416611388889
33.3980555555556,126.786944444444
35.1766355555556,128.954831666667
37.5635944444444,126.984580555556
37.4470525,126.447736111111
37.5718055555556,126.972272222222
37.5088416666667,126.511886111111
37.255,127.061111111111
33.5044444444444,126.515277777778
37.5591830555556,126.978348611111
35.8760563888889,128.533163333333
37.5059425,127.028388611111
37.5435555555556,126.953222222222
37.4199425,126.730086388889
37.4470591666667,126.447981111111
37.4470525,126.447736111111
37.5884277777778,127.017825
35.1098288888889,128.931502777778
37.5493,126.979308333333
37.57015,126.991713888889
37.5597236111111,127.006122222222
37.5070833333333,127.034361111111
37.4925191666667,126.895556666667
37.5635944444444,126.984580555556
33.5161111111111,126.524930555556
37.4704305555556,126.88425
37.2635,127.025819444444
37.4470591666667,126.447702777778
37.5591830555556,126.978348611111
37.5033055555556,127.025544444444
35.1001088888889,128.804753055556
37.5105633333333,127.0575075
37.5553888888889,127.110319444444
34.6652397222222,125.404348333333
37.5647722222222,127.006825
37.5611916666667,126.797658333333
37.4470591666667,126.447702777778
37.4470591666667,126.447980555556
37.5750216666667,126.982505555556
36.974935,127.911158333333
37.5189275,126.539308888889
35.1551036111111,129.058065277778
37.5279166666667,127.034444444444
37.5553611111111,127.110316666667
36.1392105555556,128.443934444444
35.9166111111111,128.548519444444
